id,title,description,availability,condition,price,sale_price,link,image_link,brand,product_type
"toallitas-eco-jin-atrapa-color-para-lavadora-20-unidades-fibras-100-naturales","Toallitas Eco-Jin — Atrapa Color para Lavadora 20 Unidades · Fibras 100% Naturales","Mete toda la colada junta — camisetas blancas, ropa oscura, prendas nuevas — y olvídate de los accidentes. Las Toallitas Eco-Jin atrapan los tintes que se sueltan en el agua durante el lavado antes de que lleguen a otras prendas. Los colores se mantienen como el primer día.
 Funcionan en cualquier ciclo, temperatura y tejido. Solo tienes que introducir una toallita en el tambor, lavar con normalidad y retirarla al terminar.
 Qué hacen exactamente: 
 Capturan los restos de tinte que se filtran en el agua, incluso los imperceptibles a simple vista
 Recogen pelos de mascota y pelusas
 Eliminan malos olores del tejido
 Protegen el brillo de los colores lavado tras lavado
 Están fabricadas con fibras 100% de origen natural y son de un solo uso.
 Uso adicional: Pulveriza tu suavizante o perfume favorito sobre una toallita y colócala dentro de la secadora, en cajones o armarios para aromatizar tu ropa.
 La prueba está en la toallita.","in stock","new","4.95 EUR","","https://aura-prestige.sumupstore.com/product/toallitas-eco-jin-atrapa-color-para-lavadora-20-unidades-fibras-100-naturales","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/toallitas_eco_1.jpg","Laboncler","Hogar"
"ambientador-textil-zelin-grape-azahar-infusionado-eter-collection","Ambientador Textil Zelin Grape - Azahar infusionado - ÉTER Collection","El azahar tiene algo magistral: es capaz de detener el tiempo. ZELIN GRAPE lo infusiona con neroli, agua de manantial y flores blancas para crear una fragancia luminosa y serena, de esas que hacen que quieras quedarte un rato más entre las sábanas. Pureza floral con la frescura del agua recién brotada.
 Forma parte de la colección ÉTER de Laboncler: ambientadores textiles de alta gama con nuestra patente Deosread, que elimina los malos olores de raíz, y almidón de alta calidad que cuida los tejidos mientras los perfuma. Suavidad, fragancia y magnetismo en un solo frasco.
 Perfecto para cortinas, ropa de cama, toallas y cualquier tejido del hogar.
 Ambientador textil de alta gama
 Eliminador de olores con patente Deosread
 Almidón de alta calidad que cuida tus tejidos
 Fragancia de alta esencia para telas, tejidos y hogar
 300 ml","in stock","new","9.99 EUR","","https://aura-prestige.sumupstore.com/product/ambientador-textil-zelin-grape-azahar-infusionado-eter-collection","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/zelin-grape.jpg","Laboncler","Ambientación · Textiles"
"ambientador-textil-zaren-wall-flor-de-asuan-y-loto-con-maderas-nobles","Ambientador Textil Zaren Wall - Flor de Asuán y loto con maderas nobles","Los aromas de El Cairo directamente en casa. ZAREN WALL es un viaje hipnótico donde la flor de Asuán y el loto se posan sobre un fondo de maderas nobles, creando una fragancia profunda, exótica y elegante. Tus textiles se impregnan de un misterio milenario que convierte cada estancia en un pequeño palacio junto al Nilo.
 Pertenece a la colección ÉTER de Laboncler: ambientadores textiles de alta gama con patente Deosread, el eliminador de olores que neutraliza de verdad, y almidón de alta calidad que protege la fibra mientras la perfuma. Suavidad, fragancia y magnetismo en un solo frasco.
 Ideal para cortinas, ropa de cama, toallas y textiles en general.
 Ambientador textil de alta gama
 Eliminador de olores con patente Deosread
 Almidón de alta calidad que cuida tus tejidos
 Fragancia de alta esencia para telas, tejidos y hogar
 300 ml","in stock","new","9.99 EUR","","https://aura-prestige.sumupstore.com/product/ambientador-textil-zaren-wall-flor-de-asuan-y-loto-con-maderas-nobles","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/zaren-wall.jpg","Laboncler","Ambientación · Textiles"
"ambientador-textil-stim-cryam-bouquet-floral-nardo-y-buganvilla-eter-collection","Ambientador Textil Stim Cryam - Bouquet Floral, nardo y buganvilla - ÉTER Collection","Un campo de pétalos sacado de un cuento.
 STIM CRYAM despliega un bouquet floral donde el nardo pone la intensidad y la buganvilla la luz mediterránea, dejando tus textiles envueltos en una nube sublime que transforma cualquier estancia en un jardín en plena floración.
 Pertenece a la colección ÉTER de Laboncler: ambientadores textiles de alta gama con patente Deosread, el eliminador de olores que neutraliza en lugar de enmascarar, y almidón de alta calidad que protege la fibra mientras la perfuma. Suavidad, fragancia y magnetismo en un solo frasco.
 Ideal para cortinas, ropa de cama, toallas y textiles en general.
 Ambientador textil de alta gama
 Eliminador de olores con patente Deosread
 Almidón de alta calidad que cuida tus tejidos
 Fragancia de alta esencia para telas, tejidos y hogar
 300 ml","in stock","new","9.99 EUR","","https://aura-prestige.sumupstore.com/product/ambientador-textil-stim-cryam-bouquet-floral-nardo-y-buganvilla-eter-collection","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/stim-cryan.jpg","Laboncler","Ambientación · Textiles"
"ambientador-textil-soren-honey-miel-de-mil-flores-y-vainilla-pompona-eter-collection","Ambientador Textil Soren Honey - Miel de mil flores y Vainilla Pompona - ÉTER Collection","El aire dulce que cala los sentidos. SOREN HONEY combina la miel de mil flores con la vainilla pompona en una fragancia melosa, cálida y envolvente que convierte tus textiles en un refugio. De esos aromas que abrazan cuando entras en casa y hacen que el sofá, la manta y la tarde sepan mejor.
 Pertenece a la colección ÉTER de Laboncler: ambientadores textiles de alta gama con patente Deosread, el eliminador de olores que neutraliza en lugar de tapar, y almidón de alta calidad que protege la fibra mientras la perfuma. Suavidad, fragancia y magnetismo en un solo frasco.
 Ideal para cortinas, ropa de cama, toallas y textiles en general.
 Ambientador textil de alta gama
 Eliminador de olores con patente Deosread
 Almidón de alta calidad que cuida tus tejidos
 Fragancia de alta esencia para telas, tejidos y hogar
 300 ml","in stock","new","9.99 EUR","","https://aura-prestige.sumupstore.com/product/ambientador-textil-soren-honey-miel-de-mil-flores-y-vainilla-pompona-eter-collection","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/soren-honey.jpg","Laboncler","Ambientación · Textiles"
"ambientador-textil-linur-fruit-mango-nectarina-y-azucar-moreno","Ambientador Textil Linur Fruit - Mango, Nectarina y Azúcar Moreno","Frutal y tropical a partes iguales. LINUR FRUIT mezcla la jugosidad del mango con la dulzura de la nectarina y remata con un toque goloso de azúcar moreno. El resultado es una fragancia vibrante y luminosa que llena tus textiles de energía, como si el verano se hubiera instalado en casa para quedarse.
 Forma parte de la colección ÉTER de Laboncler: ambientadores textiles de alta gama con nuestra patente Deosread, que elimina los malos olores en lugar de disimularlos, y almidón de alta calidad que cuida los tejidos mientras los perfuma. Suavidad, fragancia y magnetismo en un solo frasco.
 Perfecto para cortinas, ropa de cama, toallas y cualquier tejido del hogar.
 Ambientador textil de alta gama
 Eliminador de olores con patente Deosread
 Almidón de alta calidad que cuida tus tejidos
 Fragancia de alta esencia para telas, tejidos y hogar
 300 ml","in stock","new","9.99 EUR","","https://aura-prestige.sumupstore.com/product/ambientador-textil-linur-fruit-mango-nectarina-y-azucar-moreno","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/linur-fruit.jpg","Laboncler","Ambientación · Textiles"
"ambientador-textil-acua-lurex-ropa-limpia-y-almizcle-blanco-eter-collection","Ambientador Textil Acua Lurex - Ropa limpia y Almizcle Blanco - ÉTER Collection","Hay olores que se quedan grabados en la memoria.
  ACUA LUREX recupera uno de ellos: el de la ropa recién tendida, ese suavizante de antaño que convertía abrir el armario en un pequeño placer.
 La delicadeza de la ropa limpia se envuelve en almizcle blanco para dejar en tus tejidos una estela fresca, limpia y evocadora que dura mucho más que un recuerdo.
 Forma parte de la colección ÉTER de Laboncler: ambientadores textiles de alta gama con nuestra patente Deosread, que elimina los malos olores en lugar de taparlos, y almidón de alta calidad que cuida la fibra mientras perfuma. Suavidad, fragancia y magnetismo en un solo frasco.
 Perfecto para cortinas, ropa de cama, toallas y cualquier tejido del hogar.
 Ambientador textil de alta gama
 Eliminador de olores con patente Deosread
 Almidón de alta calidad que cuida tus tejidos
 Fragancia de alta esencia para telas, tejidos y hogar
 300 ml","in stock","new","9.99 EUR","","https://aura-prestige.sumupstore.com/product/ambientador-textil-acua-lurex-ropa-limpia-y-almizcle-blanco-eter-collection","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/acua-lurex.jpg","Laboncler","Ambientación · Textiles"
"jabon-natural-de-caqui","Jabón Artesano de Caqui","Jabón de Caqui — Cuidado corporal y acción desodorante
 Hay olores que el gel de ducha de siempre no consigue eliminar del todo. El nonenal, ese olor corporal asociado a la edad, es uno de ellos: aparece de forma natural con el paso de los años y se resiste a los limpiadores convencionales. El caqui es uno de los pocos ingredientes capaces de neutralizarlo, y por eso lo hemos convertido en el protagonista de este jabón.
 Elaborado de forma artesanal con aceite de oliva y extracto de caqui, este jabón limpia y purifica la piel mientras actúa como desodorante natural. Su acción antibacteriana ayuda a controlar el mal olor corporal en las zonas donde más se concentra, como axilas y pies, y su aporte de antioxidantes contribuye a cuidar la piel día a día, especialmente la piel madura.
 Al terminar la ducha, la sensación es de piel limpia de verdad, fresca y cuidada, sin recurrir a fórmulas agresivas.
 Beneficios principales 
 Neutraliza el mal olor corporal y ayuda a combatir el nonenal, el olor asociado a la edad.
 Acción antibacteriana y desodorante natural.
 Limpia y purifica la piel en profundidad.
 Aporta antioxidantes que ayudan a cuidar la piel.
 Recomendado para: personas que buscan controlar el olor corporal de forma natural, especialmente en axilas, pies y piel madura.
 Un jabón con valores: producto vegano, elaborado con ingredientes naturales, libre de parabenos y sulfatos, y no testado en animales.","in stock","new","8.95 EUR","","https://aura-prestige.sumupstore.com/product/jabon-artesano-de-caqui","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/jabon_caqui.jpg","Laboncler","Jabones Naturales"
"perfume-mujer-217","Perfume Mujer 217","Perfume de equivalencia de mujer.

Opciones disponibles: 100ml
Indícanos la opción que quieres al hacer el pedido.","in stock","new","14.95 EUR","","https://aura-prestige.sumupstore.com/product/perfume-mujer-217","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/perfume-mujer-24_b26e530a-9a84-424b-bbd0-fd3740e11907.jpg","Laboncler","Perfumes · Mujer"
"perfume-mujer-149","Perfume Mujer 149","Perfume de equivalencia de mujer.
Composición: Alcohol denat, Parfum, Aqua, Glycerin, Limonene, Benzyl Salicylate, Hexyl Cinnamal, Citronellol, Linalool, Benzyl Alcohol, Alpha-Isomethyl Ionone, Eugenol, Cinnamyl Alcohol, Geraniol, Benzyl Benzoate, Amyl Cinnamal, CI 16035, CI19140, CI42090.","out of stock","new","6.95 EUR","","https://aura-prestige.sumupstore.com/product/perfume-mujer-149","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/perfume-mujer-24_9ae54726-d005-4f75-9c25-ad967014923a.jpg","Laboncler","Perfumes · Mujer"
"perfume-hombre-575","Perfume hombre 575","Perfume hombre de equivalencia.
  Notas de Salida: Notas Marinas, Toronja (Pomelo) y Mandarina.
 Notas de Corazón: Hoja de Laurel y Jazmín.
 Notas de Fondo: Ámbar gris, Madera de Gaiac, Musgo de Roble y Pachulí.

Opciones disponibles: 100ml
Indícanos la opción que quieres al hacer el pedido.","in stock","new","14.95 EUR","","https://aura-prestige.sumupstore.com/product/perfume-hombre-575","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/perfume-hombre-24_a51a4c0c-4016-42f0-98aa-55f3850202da.jpg","Laboncler","Perfumes · Hombre"
